cluster index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
1341,35,2,Organic compounds,1,Lipids and lipid-like molecules,0.5,Prenol lipids,0.416666667,Diterpenoids,0.416666667,Aconitane-type diterpenoid alkaloids,0.416666667,Aromatic heteropolycyclic compounds,0.833333333
1173,S575,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1174,S576,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1175,S577,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1176,S578,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1177,S579,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1178,S580,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1179,S581,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1180,S582,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1182,S583,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1184,S584,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Dipeptides,1,Aromatic homomonocyclic compounds,1
1185,S585,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1186,S586,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1187,S587,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1190,20,3,Organic compounds,1,Phenylpropanoids and polyketides,0.410714286,Coumarins and derivatives,0.363095238,Pyranocoumarins,0.279761905,Angular pyranocoumarins,0.238095238,Aromatic heteropolycyclic compounds,0.761904762
1331,20,3,Organic compounds,1,Phenylpropanoids and polyketides,0.410714286,Coumarins and derivatives,0.363095238,Pyranocoumarins,0.279761905,Angular pyranocoumarins,0.238095238,Aromatic heteropolycyclic compounds,0.761904762
1766,20,3,Organic compounds,1,Phenylpropanoids and polyketides,0.410714286,Coumarins and derivatives,0.363095238,Pyranocoumarins,0.279761905,Angular pyranocoumarins,0.238095238,Aromatic heteropolycyclic compounds,0.761904762
1193,S588,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1194,S589,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1195,S590,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1197,S591,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1198,S592,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1199,S593,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1202,S594,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1204,S595,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1205,S596,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1206,S597,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1209,S598,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1211,S599,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1213,S600,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1216,S601,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1217,S602,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1218,S603,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1221,S604,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1222,S605,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1224,S606,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1225,S607,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1227,S608,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1229,S609,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1232,218,2,Organic compounds,1,Organoheterocyclic compounds,0.354166667,Benzene and substituted derivatives,0.229166667,,0.270833333,Pyrrolidinecarboxamides,0.145833333,Aromatic heteropolycyclic compounds,0.6875
1699,218,2,Organic compounds,1,Organoheterocyclic compounds,0.354166667,Benzene and substituted derivatives,0.229166667,,0.270833333,Pyrrolidinecarboxamides,0.145833333,Aromatic heteropolycyclic compounds,0.6875
1233,S610,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1234,168,2,Organic compounds,0.5,Organoheterocyclic compounds,0.1875,Pyridines and derivatives,0.125,Pyridinecarboxylic acids and derivatives,0.0625,Pyridinecarboxamides,0.0625,Aromatic heteropolycyclic compounds,0.25
1903,168,2,Organic compounds,0.5,Organoheterocyclic compounds,0.1875,Pyridines and derivatives,0.125,Pyridinecarboxylic acids and derivatives,0.0625,Pyridinecarboxamides,0.0625,Aromatic heteropolycyclic compounds,0.25
1236,S611,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1238,S612,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1239,S613,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1240,S614,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1241,S615,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1242,S616,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1244,S617,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1245,S618,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1246,S619,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1248,S620,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1249,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1627,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1638,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1639,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1640,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1749,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1750,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1756,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1805,33,9,Organic compounds,0.666666667,Lipids and lipid-like molecules,0.666666667,Glycerophospholipids,0.450617284,Glycerophosphoethanolamines,0.398148148,"1-alkyl,2-acylglycerophosphoethanolamines",0.179012346,Aliphatic acyclic compounds,0.561728395
1251,S621,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1252,S622,1,Organic compounds,1,Organoheterocyclic compounds,1,Pyridines and derivatives,1,Pyridinecarboxylic acids and derivatives,1,Pyridinecarboxylic acids,1,Aromatic heteromonocyclic compounds,1
1254,S623,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1255,231,2,Organic compounds,1,Organoheterocyclic compounds,0.428571429,Carboxylic acids and derivatives,0.214285714,"Amino acids, peptides, and analogues",0.214285714,Alpha amino acids and derivatives,0.214285714,Aromatic heteropolycyclic compounds,0.785714286
1265,231,2,Organic compounds,1,Organoheterocyclic compounds,0.428571429,Carboxylic acids and derivatives,0.214285714,"Amino acids, peptides, and analogues",0.214285714,Alpha amino acids and derivatives,0.214285714,Aromatic heteropolycyclic compounds,0.785714286
1256,S624,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1257,S625,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1260,S626,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1262,S627,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1263,S628,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1267,S629,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1268,S630,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1270,S631,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1271,193,2,Organic compounds,1,Lipids and lipid-like molecules,0.75,Steroids and steroid derivatives,0.5,Cholestane steroids,0.5,Cholestane steroids,0.5,Aliphatic acyclic compounds,0.5
1625,193,2,Organic compounds,1,Lipids and lipid-like molecules,0.75,Steroids and steroid derivatives,0.5,Cholestane steroids,0.5,Cholestane steroids,0.5,Aliphatic acyclic compounds,0.5
1273,S632,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1275,S633,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1276,S634,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1277,S635,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1279,S636,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1280,S637,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1281,S638,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1283,S639,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1284,S640,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1285,S641,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1286,S642,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1287,S643,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1288,S644,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1290,S645,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1295,S646,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1296,138,3,Organic compounds,0.333333333,Lipids and lipid-like molecules,0.333333333,Steroids and steroid derivatives,0.333333333,"Bile acids, alcohols and derivatives",0.333333333,Taurinated bile acids and derivatives,0.333333333,Aliphatic homopolycyclic compounds,0.333333333
1300,138,3,Organic compounds,0.333333333,Lipids and lipid-like molecules,0.333333333,Steroids and steroid derivatives,0.333333333,"Bile acids, alcohols and derivatives",0.333333333,Taurinated bile acids and derivatives,0.333333333,Aliphatic homopolycyclic compounds,0.333333333
1691,138,3,Organic compounds,0.333333333,Lipids and lipid-like molecules,0.333333333,Steroids and steroid derivatives,0.333333333,"Bile acids, alcohols and derivatives",0.333333333,Taurinated bile acids and derivatives,0.333333333,Aliphatic homopolycyclic compounds,0.333333333
1299,293,2,Organic compounds,1,Lipids and lipid-like molecules,0.75,Sphingolipids,0.75,Ceramides,0.75,Long-chain ceramides,0.5,Aliphatic acyclic compounds,1
1689,293,2,Organic compounds,1,Lipids and lipid-like molecules,0.75,Sphingolipids,0.75,Ceramides,0.75,Long-chain ceramides,0.5,Aliphatic acyclic compounds,1
1301,S647,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1303,S648,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1305,S649,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1306,S650,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1307,S651,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1308,S652,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1309,S653,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1312,S654,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1313,S655,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1314,S656,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1315,S657,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1316,S658,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1317,S659,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1319,S660,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1320,S661,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1321,S662,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1322,40,2,Organic compounds,1,Lipids and lipid-like molecules,0.45,Prenol lipids,0.45,Diterpenoids,0.45,Gingerols,0.25,Aromatic heteropolycyclic compounds,0.65
2095,40,2,Organic compounds,1,Lipids and lipid-like molecules,0.45,Prenol lipids,0.45,Diterpenoids,0.45,Gingerols,0.25,Aromatic heteropolycyclic compounds,0.65
1323,S663,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1324,S664,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1326,S665,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1328,S666,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1329,S667,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1330,S668,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1332,S669,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1333,S670,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1334,194,2,Organic compounds,1,Lipids and lipid-like molecules,0.516666667,Prenol lipids,0.461111111,Diterpenoids,0.3,Atisane diterpenoids,0.15,Aliphatic heteropolycyclic compounds,0.611111111
1552,194,2,Organic compounds,1,Lipids and lipid-like molecules,0.516666667,Prenol lipids,0.461111111,Diterpenoids,0.3,Atisane diterpenoids,0.15,Aliphatic heteropolycyclic compounds,0.611111111
1336,S671,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1337,S672,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1339,S673,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1340,S674,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1342,S675,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1343,S676,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1345,S677,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1349,S678,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1352,S679,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1357,S680,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1359,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
1660,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2061,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2063,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2064,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2066,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2069,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2071,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
2073,156,9,Organic compounds,1,Organoheterocyclic compounds,0.351895944,Coumarins and derivatives,0.229938272,,0.34021164,Angular pyranocoumarins,0.104056437,Aromatic heteropolycyclic compounds,0.671119929
1360,S681,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1361,S682,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1362,S683,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1363,S684,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1366,S685,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1367,100,4,Organic compounds,1,Organoheterocyclic compounds,0.5,Azoles,0.25,Thiazoles,0.25,"2,4,5-trisubstituted thiazoles",0.25,Aromatic heteromonocyclic compounds,0.4375
1368,100,4,Organic compounds,1,Organoheterocyclic compounds,0.5,Azoles,0.25,Thiazoles,0.25,"2,4,5-trisubstituted thiazoles",0.25,Aromatic heteromonocyclic compounds,0.4375
1369,100,4,Organic compounds,1,Organoheterocyclic compounds,0.5,Azoles,0.25,Thiazoles,0.25,"2,4,5-trisubstituted thiazoles",0.25,Aromatic heteromonocyclic compounds,0.4375
1988,100,4,Organic compounds,1,Organoheterocyclic compounds,0.5,Azoles,0.25,Thiazoles,0.25,"2,4,5-trisubstituted thiazoles",0.25,Aromatic heteromonocyclic compounds,0.4375
1370,S686,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1373,S687,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1376,S688,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1377,S689,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1378,S690,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1379,S691,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1380,S692,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1381,S693,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1382,S694,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1384,S695,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1385,S696,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1386,S697,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteropolycyclic compounds,1
1387,S698,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1388,S699,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1389,S700,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1390,S701,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1391,125,2,Organic compounds,0.5,Organoheterocyclic compounds,0.333333333,Benzimidazoles,0.083333333,,0.083333333,Benzimidazoles,0.083333333,Aromatic heteropolycyclic compounds,0.25
1548,125,2,Organic compounds,0.5,Organoheterocyclic compounds,0.333333333,Benzimidazoles,0.083333333,,0.083333333,Benzimidazoles,0.083333333,Aromatic heteropolycyclic compounds,0.25
1392,S702,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1394,S703,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1396,S704,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1397,S705,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Cyclic peptides,1,Aromatic heteropolycyclic compounds,1
1398,S706,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1399,S707,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1401,S708,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1402,S709,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1404,S710,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1407,S711,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aliphatic heteromonocyclic compounds,1
1408,S712,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1409,S713,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteropolycyclic compounds,1
1411,S714,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1412,285,2,Organic compounds,1,Lipids and lipid-like molecules,0.833333333,Glycerophospholipids,0.833333333,Glycerophosphocholines,0.833333333,2-acyl-sn-glycero-3-phosphocholines,0.333333333,Aliphatic acyclic compounds,0.833333333
1441,285,2,Organic compounds,1,Lipids and lipid-like molecules,0.833333333,Glycerophospholipids,0.833333333,Glycerophosphocholines,0.833333333,2-acyl-sn-glycero-3-phosphocholines,0.333333333,Aliphatic acyclic compounds,0.833333333
1413,S715,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1414,S716,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1415,S717,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1419,S718,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1421,S719,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1422,S720,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1423,S721,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1424,S722,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1427,S723,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1428,S724,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1429,S725,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1431,S726,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1432,S727,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1434,S728,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1436,S729,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1437,S730,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1439,S731,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1440,S732,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1442,S733,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1443,353,3,Organic compounds,1,Organic acids and derivatives,0.355555556,Carboxylic acids and derivatives,0.244444444,"Amino acids, peptides, and analogues",0.244444444,Oligopeptides,0.244444444,Aromatic heteropolycyclic compounds,0.588888889
1444,353,3,Organic compounds,1,Organic acids and derivatives,0.355555556,Carboxylic acids and derivatives,0.244444444,"Amino acids, peptides, and analogues",0.244444444,Oligopeptides,0.244444444,Aromatic heteropolycyclic compounds,0.588888889
1885,353,3,Organic compounds,1,Organic acids and derivatives,0.355555556,Carboxylic acids and derivatives,0.244444444,"Amino acids, peptides, and analogues",0.244444444,Oligopeptides,0.244444444,Aromatic heteropolycyclic compounds,0.588888889
1445,S734,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1446,142,2,Organic compounds,0.5,Organoheterocyclic compounds,0.2,Carboxylic acids and derivatives,0.15,"Amino acids, peptides, and analogues",0.15,Delta amino acids and derivatives,0.1,Aromatic heteropolycyclic compounds,0.35
2003,142,2,Organic compounds,0.5,Organoheterocyclic compounds,0.2,Carboxylic acids and derivatives,0.15,"Amino acids, peptides, and analogues",0.15,Delta amino acids and derivatives,0.1,Aromatic heteropolycyclic compounds,0.35
1447,80,2,Organic compounds,0.5,Organoheterocyclic compounds,0.1875,Carboxylic acids and derivatives,0.125,,0.25,Alpha amino acids and derivatives,0.0625,Aromatic heteropolycyclic compounds,0.3125
1449,80,2,Organic compounds,0.5,Organoheterocyclic compounds,0.1875,Carboxylic acids and derivatives,0.125,,0.25,Alpha amino acids and derivatives,0.0625,Aromatic heteropolycyclic compounds,0.3125
1448,S735,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1450,S736,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1451,S737,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1453,S738,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1455,S739,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteropolycyclic compounds,1
1456,S740,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1457,S741,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aromatic heteropolycyclic compounds,1
1458,S742,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1460,S743,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1461,S744,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1462,S745,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1463,S746,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1464,S747,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
