"","F1_GI","F1_HG","F2_GI","F2_HG","F3_GI","F3_HG","F4_GI_1","F4_GI_2","F4_GI_3","F4_GI_4","F4_HG_1","F4_HG_2","F4_HG_3","F5_GI_1","F5_GI_2","F5_GI_3","F5_GI_4","F5_HG_1","F5_HG_2","F5_HG_3","F6_GI_1","F6_GI_3","F6_GI_4","F6_HG_1","F6_HG_2","F6_HG_3","F7_GI_2","F7_GI_3","F7_GI_4","F7_HG_1","F7_HG_2","F7_HG_3","F8_GI_1","F8_GI_2","F8_GI_3","F8_GI_4","F8_HG_1","F8_HG_2","F8_HG_3"
"Otu00659",0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,8e-05,0,0,0,0,0.00296,0.00518,5e-04,0.00038,3e-04,0,0,0,0,0,0,0
"Otu00662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.00256,0.00216,0.00192,0,0,0,0,0,0,0
"Otu00663",0,0,0,0,0,0,0,0,0,0,0.00088,0.00048,0.00084,0,0,0,0,0.00028,0.00038,0.00026,0,0,0,0,0,0,0,0,0,0.00244,0.00166,0.00178,0,0,0,0,0,0,0
"Otu00664",0,0.00272,0,0.0018,0,0,0,0,0,0,0.00078,0.00106,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0.00066,0.00374
"Otu00666",0,0.00108,0,8e-04,0,0.00026,0,0,0,0,0.00016,0.00038,0.00084,0,0,2e-05,0.00014,5e-04,0.00016,0.00048,0,0,0.00016,0.00034,9e-04,0.00054,0,0,0,0.00038,7e-04,0.00074,0,0,0,0.00014,7e-04,0.00036,8e-04
"Otu00667",0,0,0,0.00072,0,0,0,0,0,0,4e-04,0.00028,0.00102,0,0,1e-04,0.00038,0.00108,0.00146,0.0018,0,0,0,0,0,0,0,0,0,5e-04,0.00078,0.00062,0,0,0,0,8e-04,7e-04,0.00104
"Otu00668",0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0,1e-04,0.00098,0.0051,0.00308,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00669",0,0,0.00184,0,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0.00042,2e-05,0,0,0,0,0.0052,0.00056,0.00036,0,2e-05,0,2e-04,0.00014,0.00036,0,6e-05,0,0
"Otu00670",0,0,0.00042,0,0,0.00098,0,0,0,0.00014,0,0,0,0,0,0,4e-05,8e-05,6e-05,0,0.00114,0.00202,0.00562,6e-04,0.00044,0.00034,0.00178,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00671",0,0.00024,0,0.00032,0,0,0,0,0,0,0.00016,6e-05,0,0,0,0,0,0.00028,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0.00228,0.00202,0.00344
"Otu00672",0,0,0,0,0,0,0.00056,0.00178,0.00116,0.00158,0.00058,0.00044,0.00024,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0.00038,5e-04,0,0,0,0,0,0.00068,0.00132,0,0.00018,0
"Otu00673",0,0,0,0,0,0,5e-04,0.00124,7e-04,0.00102,0.00012,4e-04,0,0.00064,0.00176,0.00038,0,0,8e-05,0,0,0.00048,0,0,3e-04,0,0.00034,0.00044,2e-04,0,0,0,0,0.00078,0.00132,0.00066,0,0,0.00022
"Otu00675",0,0,0,0.00044,0,0,1e-04,0,0,0,0.00078,0.00054,6e-04,0,0,0,8e-05,0.00022,0.00012,2e-04,0,0,0,0,0,0,0,0,0,0.00052,0.00054,0.00084,0,0,0,0,0.00136,0.00082,0.00066
"Otu00682",0,0,0,0,0,0,0,0,0,0.00016,1e-04,0,0,0,0.00254,0.0021,0.00216,0.00018,0.00018,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0
"Otu00685",0,0.0012,0,0.00028,0,0.00054,0,0,0,0,0.00028,2e-04,0.00032,0,0,0,4e-04,0.00066,7e-04,0.00078,0,0,0.00082,0.00136,3e-04,0.00028,0,0,0,0,0.00018,3e-04,0,0,0,0.00016,0.00086,0.00084,0.00098
"Otu00686",0,0,0,6e-04,0,0.00014,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0.0015,0.00096,0.00098,0,0,0,0.00024,8e-04,0.00094,0.00046
"Otu00688",0,0.00288,0,0.00182,0,0,0,0,0,0,9e-04,0.00164,0.00264,0,0,0,0,0,0,0,0,0,0.00244,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00690",0,0.00596,0,0,0,0,0,0,0,0,0.00124,0.00088,0.00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0.00048
"Otu00691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00692",0,0,0,0,0,4e-04,0,0,0,0,0,1e-04,0,0,0,0,0.00016,0.00062,0.00042,0.00058,3e-04,0,0.00114,0.00076,0.00052,8e-04,0,0,0,0.00116,0.00148,0.00118,0,0,0,0,0,0,0
"Otu00693",0,0.00176,0,0.00098,0,0,0,0,0,0,6e-04,0.00032,8e-04,0.00018,0,0,0,0.00034,0.00056,0.00054,0,0,0,0.00018,0,0.00038,0,0,0,0.00144,0.00158,0.00176,0,0,0,0,0,0,0.00042
"Otu00696",0,0.00614,0,0.00062,0,0,0,0,0,0,0.00068,0.00074,0,0,0,0,2e-04,3e-04,0.00058,0.00034,0,0,0,0,0,0,0,0,0,0.00022,0.00038,0.00032,0,0,0,0,0,0.00036,0.00034
"Otu00697",0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0,4e-05,8e-05,0,0.00082,0.00096,0,0,0,0.00108,6e-04,0.00134,0,0,0,0.00086,0.00148,0.00146,0,0,0,0,0,0,0.00042
"Otu00698",0,0,1e-04,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,4e-05,0,0.00122,0.00222,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00702",0.00488,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0.00056,6e-04,0.00066,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00704",0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0.00032,0.00344,0.00232,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00705",0,0,0,0.00108,0,0,0,0,0,0,0.00066,3e-04,0,0,0,0,0.00016,2e-04,0.00058,0.00046,0.00042,0,0,0,0,0,0,0,0.00022,0.00246,0.00208,0.00196,0,0,0,0,0,0,0
"Otu00708",0,0.00052,0,0.00058,0,0,0,0,0,0,0.00046,0.00044,0,0,0,4e-05,0.00022,0.00076,0.00062,0.00066,0,0,0,0,0,0,0,0,0,2e-04,0.00042,0.00026,0,0,0,0,6e-04,0.00028,4e-04
"Otu00711",0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04,0.0012,0.00098,0,0,0,4e-04,0.00112,0.00112,0.00222
"Otu00714",0,0,0,0,0,0,0,0,0.00066,0.00074,0.001,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468,0.00292,0,2e-04,0
"Otu00716",0,0,0,0,0,0,0,1e-04,0,0.00148,0.00032,0.00036,0.00026,0,0.00132,0.00226,0.00054,0.00036,0.00016,2e-04,8e-05,0,0,0,6e-05,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,8e-05
"Otu00722",0,0.00182,0,0.0013,0,0.00018,0,0,0,0,6e-04,0.00032,0.00052,0,0,6e-05,4e-04,0.00104,0.00112,0.00088,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00062,0.00054,0.00056
"Otu00723",0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0.00042,0,0.00044,0,0.0014,0.00158,0.00062,0.00042,0,0,0,0.00068,6e-04,0.00038,0,0,0,0.00022,0.00052,0.00072,0.00032
"Otu00724",0,0.00122,0,6e-04,0,0,0,0,0,0,3e-04,0.00054,0.00088,0,0,0,1e-04,0.00076,0.00046,0.00056,0,0,0.00024,0,0,0,0,0,0,8e-05,0.00018,0.00026,0,0,0,0,0.00098,0.00072,0.0021
"Otu00727",0,0,0,0.00364,0,0,0,0,0,0,0,0.00014,3e-04,0,0,0.00016,0.00014,0.00054,6e-04,6e-04,0.00108,0,0,0.0016,0.00172,0.00274,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00729",0,0.00068,0,0.00024,0,0,0,0,0,0,0.00076,0.00076,0.00054,0,0,4e-05,0.00014,0.00034,0.00032,0.00026,0,0,0,0,0,0,0,0,0,0.00034,0.00032,0.00018,0,0,0,1e-04,4e-04,0.00044,0.00042
"Otu00730",0,0,0,0,0,0.00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0.00166,0.00082,0.00068,0.00102,0.00098,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00731",0,0.00048,0,0,0,0.00024,0,0,0,0,0.00024,0.00022,0,0,0,1e-04,2e-04,0.00038,6e-04,0.00042,0,0,0.00058,0.00058,0,0,0,0,6e-05,0.00108,0.00142,0.0013,0,0,0,0,0.00034,0.00032,0.00026
"Otu00732",0,0,0,0,0,0,0,0,0,0,0.00102,0.00052,0.00178,0,0,1e-04,2e-04,0.00128,0.00074,0.00112,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.00046,0.00038
"Otu00734",0,0,0,0,0,0,0.0018,0.00196,0.00172,0.00272,0.00038,0.00068,0,0,0.00016,1e-04,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268,0.00142,0,0,0
"Otu00736",0,0,0,0.00104,0,0,0,0,0,0,0.00042,0.00034,7e-04,0,0,2e-05,8e-05,5e-04,6e-04,8e-04,0,0,0,0,0,0,0,0,0,7e-04,0.00116,0.00086,0,0,0,0.00016,0.00026,0.00032,0.00054
"Otu00739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0.0042,0.00554,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00744",0,0.00062,0,0.00014,0,0,0,0,0,0,0.00022,1e-04,0.00042,0,0,4e-05,0.00024,3e-04,0.00048,0.00056,0,0,0,0,4e-05,6e-05,0,0,0,1e-04,0.00012,2e-04,0,0,0,0.00024,0.00086,0.001,0.00112
"Otu00745",0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666,0.00456,0.00036,0.00054,2e-04
"Otu00749",0,0.00144,0,0.00126,0,0,0,0,0,0,0.00022,0.00058,0.00054,0,0,0,0.00016,0.00054,0.00042,0.00102,0,0,0,0,0,0,0,0,0,0,0.00032,0.00062,0,0,0,0.00038,0.00066,0.00066,0.00126
"Otu00750",0,0,0,0,0,0.00166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0.00066,0.0021,0.00188,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00751",0,0,0,0,0,0,0,0,0.00012,2e-04,0,0,0,0,0.00078,0.00314,0.00232,0,0.00016,0,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0.00022,0.00048,0.00036,0
"Otu00752",0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0.00236,0.00038,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00755",0,0,0,0.00152,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0.00268,0.00264,0.00288,0,0,0,0,0,0,0
"Otu00756",0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0,0.00046,0.00328,0.00346,0.00824,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00761",0,0.00084,0,0.00246,0,0.00024,0,0,0,0,2e-04,1e-04,0.00024,0,0,0,2e-04,7e-04,6e-04,0.00062,0,0,0.00018,0.00016,0,0,4e-05,0,0,0.00064,8e-04,0.00114,0,0,0,4e-05,0.00018,6e-05,0.00032
"Otu00764",0,0.00068,0,0.00034,0,0,0,0,0,0,0.00036,3e-04,5e-04,0,0,4e-05,0.00024,0.00038,0.00048,0.00072,0,0,0,0,0,0,0,0,2e-05,0.00028,2e-04,0.00038,0,0,0,8e-05,2e-04,0.00016,1e-04
"Otu00766",0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0.00076,0.00026,0.00062,0,0,0,0,0,0,0,0,0,8e-04,0.00032,0.00066,0,0,0,2e-04,0.00096,0.00106,0.00072
"Otu00767",0,4e-04,0,0.00112,0,0,0,0,0,0,0.00074,0.00046,0.00066,0.00028,0,8e-05,1e-04,0.00094,0.00066,0.00084,0,0,0,0,0,0,0,0,0,0.00044,0.00054,0.00054,0,0,0,0,6e-05,0.00012,0.00014
"Otu00768",0,0,0,0.00018,0,0,0,0,0,0,0.00034,0.00036,4e-04,0,0,8e-05,0.00014,5e-04,7e-04,0.00054,0,0,0,0,0,0,0,0,0,3e-04,0.00068,0.00064,0,0,0,0,0.00022,2e-04,0.00016
"Otu00770",0,0,0,4e-04,0,0,0,0,0,0,6e-05,6e-05,0,0,0,0,2e-05,4e-05,0,6e-05,0,0,0,0,0,0,0,0,6e-05,0.00126,0.00116,0.0021,0,0,0,8e-05,4e-04,0.00056,0.00066
"Otu00772",0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0.00086,0.00302,0.0014,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00774",0,0,0,0.00062,0,8e-05,0,0,0,0,0,0,0,0,0,0,6e-05,2e-05,8e-05,1e-04,0.00032,0,0.00016,0.00038,2e-05,6e-05,0,0,2e-05,0.00174,0.00172,0.0024,0,0,0,0,0,0,0
"Otu00775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0.00558,0.00378,0,0,0,0,0,0.00094,0.00046,0,0,0
"Otu00778",0,9e-04,0,0.00102,0,2e-04,0,0,0,0,0.00044,0.00028,0.00048,0,0,0,8e-05,3e-04,0.00038,0.00038,0,0,0,0,0.00016,0,0,0,0,0.00018,0.00036,0.00098,0,0,0,6e-05,7e-04,0.00048,0.00098
"Otu00780",0,0,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.00116,0.00088,0,0,0,0.00048,0.00068,0.00086,0.00088
"Otu00781",0,0.00042,0,9e-04,0,0,0,0,0,0,0.00026,1e-04,0,0,0,0,0,0.00016,0,0.00028,0,0,0,0,0,0,0,0,0,0.00072,0.00052,0.00066,0,0,0,0,0.00048,4e-04,0.00014
"Otu00783",4e-05,0.00434,0,0.00154,0,0,0,0,0,0,0.00118,0.00088,0.00106,0,0,0,4e-05,1e-04,6e-05,1e-04,0,0,0,0,0,0,0,0,0,0.00058,7e-04,5e-04,0,8e-05,0,0,0.00024,0.00036,8e-05
"Otu00784",0,0,0,0.00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.0012,0.00176,0.00216,0,0,0,0,0,0,0.00016
"Otu00786",0,0.00766,0,3e-04,0,0,0,0,0,0,0.00066,0.00018,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0.00064,0.00096,0,0,0,0,0,0,0
"Otu00787",0,0.00096,0,0.00034,0,0.00012,6e-05,0,0,0,0.00048,0.00066,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0.00044,0.00064,0,0,0,0.00028,0.0013,0.00118,0.00092
"Otu00790",0,0.00058,0,0.00092,0,0,0,0,0,0,0.00034,0.00016,0,0,0,0.00022,0.00044,0.00114,9e-04,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.00068,0.00046,0.00092
"Otu00793",0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0,0.00136,0.00276,0.00122,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00794",0,0.001,0,0,0,0,0,0,0,0,0.00054,0.00068,0.0014,0,0,0,2e-05,3e-04,2e-04,0.00036,0,0,0,0,0,0,0,0,0,6e-05,0.00026,0.00024,0,0,0,0,6e-04,4e-04,0.00122
"Otu00796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0.00326,0.00214,0.00192,0.00054
"Otu00797",0,0.00088,0,0.00064,0,0,0,0,0,0,3e-04,5e-04,0.00048,0,0,6e-05,8e-05,2e-04,0.00022,0.00036,0,0,0,0,0,0,0,0,0,0.00054,0.00062,7e-04,0,0,0,0.00022,0.00054,0.00042,0.00054
"Otu00799",0,0.00204,0,0.00082,0,0,0,0,0,0,0.00062,0.00058,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0.0012,0.0011,0,0,0,0,0,0,0
"Otu00800",0,0.00046,0,0,0,0,0,0,0,0,0.00052,0.00054,0.00068,0,0,6e-05,0.00018,0.00028,5e-04,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0.00144,0.00134,0.00098
"Otu00802",0,0,0,0,0,0.00188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0.00162,0.00106,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00803",0,0.00132,0,0,0,0.00044,0,0,0,0,0.00024,0,0,0,0,0,0.00036,0.00064,0.00066,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.00044,4e-04,0.00034
"Otu00805",0,0,0,0,0,0,0,0,0,0.00024,0.00076,0.00086,0,0,0.00112,9e-04,0.00112,3e-04,2e-04,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0,0,0
"Otu00806",0,0,0,0.00014,0,0,0,0,0,0,0.00038,4e-04,0.00046,0,0,0,0.00018,0.00034,0.00044,0.00036,0,0,0,0,0,0,0,0,0,0.00028,0.00036,0.00046,0,0,0,0.00012,0.00076,6e-04,0.00144
"Otu00807",0,0,0,0.00012,0,0,0,0,0,0,0.00014,6e-05,0,0,0,6e-05,0.00014,0.00046,0.00044,0.00056,0,0,0,0,0,0,0,0,0,0.00062,5e-04,0.00052,0,0,0,2e-04,0.00118,0.00168,0.00066
"Otu00809",0,0,0,0.0018,0,0,0,0,0,0,0.00094,0.00072,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138,0.00098,0.00082,0,0,0,0,0,0,0
"Otu00813",0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0.00016,5e-04,0.00308,0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00817",0,0,0,0.00058,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0.0013,0.00152,0.00036,0,0,0,0,6e-04,0.00078,5e-04,0,0,0,0.00016,0.00036,0.00054,4e-04
"Otu00818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514,0.00186,0.00032,5e-04,0,0,0,8e-05,2e-05,0,0,0
"Otu00820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.00268,6e-04,0,0,0,0,0,0,0,0,6e-05
"Otu00823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0.00294,0.0013,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00824",0,0,0,0.00408,0,0,0,0,0,0,0,0,0,0,0,1e-04,0.00028,6e-04,9e-04,0.00082,0,0,6e-05,0.00044,2e-04,0.00018,0,0,0,0.00024,0.00034,4e-04,0,0,0,0,0,0,0
"Otu00825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.00014,0.00056,0,0,0,0.00254,0.00192,0.00172,0,0,0,0,0,0,0
"Otu00827",0,0.00054,0,0,0,0,1e-04,0.00048,6e-05,0.0011,0.00018,0.00072,0.00088,0,0,6e-05,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00018,0.00034,0,0,0,0.00034,0.00014,0.00028,3e-04
"Otu00829",0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152,0.00118,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01964,0.00096,0,8e-05,0,2e-05,0,0,0,0,0,0,0.00022,0,0,0,0,0,0
"Otu00833",0,0,0,0,0,0,4e-05,0,0,0.00018,2e-05,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404,0.00254,0.0012,0.00052,0.00032,0,0,0,0,0,0,0
"Otu00835",0,0,0,0,0,0,0,0,0,0,0.00026,0.00032,0,0,0,0.00022,0.00044,0.00154,0.0016,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014
"Otu00836",0,0,0,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0.0014,0.00154,0.001
"Otu00837",0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0.00168,0.0022,0,0,0,0,0,0,0
"Otu00838",0,0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00244,0.00144,0.00146
"Otu00839",0,0,0,0,0,0,0,0,0,0,4e-05,6e-05,0,0,0,0.00012,0.00014,0.00076,0.00106,0.00072,0,0,0,0,0,0,0,0,0,0.00072,0.00076,0.0011,0,0,0,0,0.00036,0.00042,0.00064
"Otu00842",0,0.00058,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0.00082,9e-04,0,0,0,0,0,0.00046,0
"Otu00843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00168,0.0022,0.0033,0,0,0,0,0,0,0
"Otu00846",0,0.00056,0,0.00164,0,0,0,0,0,0,0.00024,1e-04,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.00036,0.00048,0,0,0,0.00032,5e-04,0.00058,0.00052
"Otu00849",0,0,0,0,0,0,0,0,0,0,0.00028,0.00026,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0.00158,0.0015,0.00164
"Otu00850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,3e-04,0.00032,0,0,0,3e-04,8e-04,0.00084,0.00112
"Otu00855",0,0.00044,0,0.00078,0,0.00018,0,0,0,0,0.00034,0.00032,6e-04,0,0,0,0.00012,0.00034,0.00028,0.00048,0,0,0,0,5e-04,0,0,0,0,0.00024,0.00056,0.00048,0,0,0,1e-04,0.00032,0.00036,0.00028
"Otu00856",0,0.00076,0,0.00034,0,0,0,0,0,0,0.00058,5e-04,0.00056,0,0,0,0,4e-04,0.00052,0.00068,0,0,0,0,0,0,0,0,0,0.00016,6e-05,0,0,0,0,4e-05,0.00014,0.00024,0.00032
"Otu00857",0,0,0,0,0,0.00166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378,0.00182,0.00026,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00859",0,0.00056,0,0.00016,0,0,0,0,0,0,0.00026,0.00038,0.00034,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00166,0.00204,0.00096
"Otu00862",0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218,0.00192,0.00302,0,0,0,0,0,0,6e-05
"Otu00863",0,0,0,8e-04,0,0,0,0,0,0,0.00034,0,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0.00126,0.00124,0,0,0,0,0,0,0.0011
"Otu00866",0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0.00082,0.00074,0.001,0,0,0,0,0,0,0
"Otu00867",0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0.00014,0.00024,0.00054,0.00018,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0.001,0.00142,0.00122
"Otu00869",0,0.00048,0,0,0,0,0,0,0,6e-05,0,0.00028,0,0,8e-05,0.00026,4e-04,0.00012,1e-04,0,0,0,0,0,0,0,0,0.00126,0.00198,7e-04,0.00046,0.00022,0,0,0,0,0.00016,6e-05,0.00012
"Otu00870",0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.00028,0.00024,0.00082,0,0.00056,0.00086,0.00104,0.00122,0,0,0,0,0,1e-04,0,0,0,0,0,0,0
"Otu00871",0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0.00156,0.0017,0.00094,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00872",0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0.00044,0,4e-05,0,0.00046,4e-04,0.00098,0,0,0,0,0,0,0,0,0,0.00054,0.00114,0.0012,0,0,0,0,8e-05,6e-05,1e-04
"Otu00878",0,0.00134,0,0,0,0,0,0,0,0,0.00038,0.00068,0.00166,0,0,0,2e-04,5e-04,0.00074,0.00044,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,5e-04,0.00084,0.00056
"Otu00880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.00162,0.00136,0,0,0,0,0,0,0
"Otu00882",0,0,0,0.00054,0,0,0,0,0,0,0.00012,0.00014,0.00012,0,0,0,0.00016,0.00032,0.00038,0.00044,0,0,0,0,0,0,0,0,0,0.00052,0.00062,0.0011,0,0,0,3e-04,0.00086,0.00054,0.00116
"Otu00883",0,0,0,0,0,0,0.00078,0.00142,0.0018,0.00106,0.00068,3e-04,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0
"Otu00884",0,0.00158,0,0,0,0,0,0,0,0,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.00104,0.00142,0,0,0,0,0,0,0
